"";"X";"time";"data";"sequence";"word";"V1";"nasal";"V2";"speaker";"session";"token"
"1";1;0;1,4394190647482;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"2";2;0,0101010101010101;1,3733232913669;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"3";3;0,0202020202020202;1,48058983267931;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"4";4;0,0303030303030303;1,61789990734685;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"5";5;0,0404040404040404;1,5029184833951;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"6";6;0,0505050505050505;1,09284279848848;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"7";7;0,0606060606060606;0,862138134946587;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"8";8;0,0707070707070707;0,933574980924351;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"9";9;0,0808080808080808;1,22325398771891;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"10";10;0,0909090909090909;1,38801124100719;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"11";11;0,101010101010101;1,09618096886127;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"12";12;0,111111111111111;0,625869854116705;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"13";13;0,121212121212121;0,5098498882712;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"14";14;0,131313131313131;0,785063490116996;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"15";15;0,141414141414141;1,16027384001889;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"16";16;0,151515151515152;1,20775004087639;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"17";17;0,161616161616162;0,813252484376134;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"18";18;0,171717171717172;0,381144875009084;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"19";19;0,181818181818182;0,413265492151732;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"20";20;0,191919191919192;0,782244590691083;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"21";21;0,202020202020202;1,11413290731051;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"22";22;0,212121212121212;1,04662768421626;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"23";23;0,222222222222222;0,593229966027177;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"24";24;0,232323232323232;0,254739490226;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"25";25;0,242424242424242;0,38700521855243;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"26";26;0,252525252525253;0,779574054392849;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"27";27;0,262626262626263;1,04959494676986;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"28";28;0,272727272727273;0,913323413996074;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"29";29;0,282828282828283;0,466602036552573;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"30";30;0,292929292929293;0,212975269784172;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"31";31;0,303030303030303;0,397687363745367;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"32";32;0,313131313131313;0,763699199731123;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"33";33;0,323232323232323;0,951526919373592;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"34";34;0,333333333333333;0,77356534772182;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"35";35;0,343434343434343;0,348801713174913;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"36";36;0,353535353535354;0,146879496402876;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"37";37;0,363636363636364;0,341828646173968;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"38";38;0,373737373737374;0,658138834387035;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"39";39;0,383838383838384;0,799232168810405;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"40";40;0,393939393939394;0,611330267604097;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"41";41;0,404040404040404;0,209043646900659;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"42";42;0,414141414141414;0,0402064076011911;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"43";43;0,424242424242424;0,22744067473294;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"44";44;0,434343434343434;0,528988731741879;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"45";45;0,444444444444444;0,668301708633093;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"46";46;0,454545454545455;0,50539899444081;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"47";47;0,464646464646465;0,150069303647988;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"48";48;0,474747474747475;0,00793742733086205;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"49";49;0,484848484848485;0,201180401133639;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"50";50;0,494949494949495;0,510146614526561;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"51";51;0,505050505050505;0,660957733812948;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"52";52;0,515151515151515;0,524315293219967;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"53";53;0,525252525252525;0,171878683416902;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"54";54;0,535353535353535;0,0197322959813955;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"55";55;0,545454545454546;0,200957856442119;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"56";56;0,555555555555556;0,498574290567547;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"57";57;0,565656565656566;0,660957733812948;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"58";58;0,575757575757576;0,534107259646827;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"59";59;0,585858585858586;0,179000113545526;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"60";60;0,595959595959596;0,0021512653513554;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"61";61;0,606060606060606;0,170691778395466;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"62";62;0,616161616161616;0,485740880023256;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"63";63;0,626262626262626;0,675645683453237;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"64";64;0,636363636363636;0,579506376716808;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"65";65;0,646464646464647;0,2448733422353;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"66";66;0,656565656565657;0,0367198741007186;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"67";67;0,666666666666667;0,210527278177459;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"68";68;0,676767676767677;0,548869390850955;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"69";69;0,686868686868687;0,794632911852336;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"70";70;0,696969696969697;0,74240909090909;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"71";71;0,707070707070707;0,422834913887069;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"72";72;0,717171717171717;0,168911420863308;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"73";73;0,727272727272727;0,3091145765206;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"74";74;0,737373737373737;0,647753415449458;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"75";75;0,747474747474748;0,915177953092072;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"76";76;0,757575757575758;0,880164254959667;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"77";77;0,767676767676768;0,550353022127749;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"78";78;0,777777777777778;0,196655325739406;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"79";79;0,787878787878788;0,254368582406802;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"80";80;0,797979797979798;0,57453621193954;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"81";81;0,808080808080808;0,887359866652133;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"82";82;0,818181818181818;0,907982341399606;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"83";83;0,828282828282828;0,626463306627421;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"84";84;0,838383838383838;0,211862546326575;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"85";85;0,848484848484849;0,194281515696534;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"86";86;0,858585858585859;0,517861497165904;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"87";87;0,868686868686869;0,911246330208561;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"88";88;0,878787878787879;1,02815647482014;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"89";89;0,888888888888889;0,824157174260587;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"90";90;0,898989898989899;0,374987805210376;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"91";91;0,909090909090909;0,243686437213865;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"92";92;0,919191919191919;0,544566860148246;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"93";93;0,929292929292929;0,982312268367127;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"94";94;0,939393939393939;1,2044118705036;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"95";95;0,94949494949495;1,08216065329554;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"96";96;0,95959595959596;0,664592630441099;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"97";97;0,96969696969697;0,416381117833006;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"98";98;0,97979797979798;0,757764674623941;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"99";99;0,98989898989899;1,57910294945862;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"100";100;1;2,51898336330935;"U->n->6";"kunak";"ʊ";"n";"ɐ";"S1";1;"N02"
"101";101;0;1,80661780575539;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"102";102;0,0101010101010101;1,65788377025652;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"103";103;0,0202020202020202;1,61567446043165;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"104";104;0,0303030303030303;1,65239433453237;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"105";105;0,0404040404040404;1,5934199912797;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"106";106;0,0505050505050505;1,33274597594651;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"107";107;0,0606060606060606;1,17859668628733;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"108";108;0,0707070707070707;1,29083339237701;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"109";109;0,0808080808080808;1,41019152859531;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"110";110;0,0909090909090909;1,19640026160889;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"111";111;0,101010101010101;0,939657869159217;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"112";112;0,111111111111111;0,914732863709033;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"113";113;0,121212121212121;1,14610516132549;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"114";114;0,131313131313131;1,22436671117651;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"115";115;0,141414141414141;0,924302285444371;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"116";116;0,151515151515152;0,72861132003488;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"117";117;0,161616161616162;0,831056059697695;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"118";118;0,171717171717172;1,05233966463193;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"119";119;0,181818181818182;1,04217679038587;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"120";120;0,191919191919192;0,702128501744059;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"121";121;0,202020202020202;0,594861960431654;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"122";122;0,212121212121212;0,777793696860693;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"123";123;0,222222222222222;0,944108762989607;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"124";124;0,232323232323232;0,86488285280866;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"125";125;0,242424242424242;0,557251907564857;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"126";126;0,252525252525253;0,516377865889106;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"127";127;0,262626262626263;0,761547934379769;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"128";128;0,272727272727273;0,881276978417265;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"129";129;0,282828282828283;0,732320398226872;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"130";130;0,292929292929293;0,467640578446333;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"131";131;0,303030303030303;0,471127111946805;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"132";132;0,313131313131313;0,72453133402369;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"133";133;0,323232323232323;0,815181205035971;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"134";134;0,333333333333333;0,589965977218225;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"135";135;0,343434343434343;0,367198741007194;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"136";136;0,353535353535354;0,422389824504032;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"137";137;0,363636363636364;0,691668901242642;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"138";138;0,373737373737374;0,775939157764696;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"139";139;0,383838383838384;0,45985151424315;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"140";140;0,393939393939394;0,265495816982776;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"141";141;0,404040404040404;0,414971668120049;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"142";142;0,414141414141414;0,7102142922026;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"143";143;0,424242424242424;0,743076724983648;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"144";144;0,434343434343434;0,341977009301648;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"145";145;0,444444444444444;0,183599370503597;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"146";146;0,454545454545455;0,461335145519947;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"147";147;0,464646464646465;0,758135582443137;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"148";148;0,474747474747475;0,686847099593053;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"149";149;0,484848484848485;0,217648708306081;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"150";150;0,494949494949495;0,12759228980452;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"151";151;0,505050505050505;0,537074522200419;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"152";152;0,515151515151515;0,843666925550468;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"153";153;0,525252525252525;0,647827597013296;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"154";154;0,535353535353535;0,138422798125136;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"155";155;0,545454545454546;0,143541326030085;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"156";156;0,555555555555556;0,69278162470024;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"157";157;0,565656565656566;0,969404676258993;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"158";158;0,575757575757576;0,579061287333769;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"159";159;0,585858585858586;0,0639445080299391;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"160";160;0,595959595959596;0,237158459595961;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"161";161;0,606060606060606;0,86480867124482;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"162";162;0,616161616161616;1,06628579863382;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"163";163;0,626262626262626;0,478025997383907;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"164";164;0,636363636363636;0,0153555837148456;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"165";165;0,646464646464647;0,37788088620013;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"166";166;0,656565656565657;1,04336369540731;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"167";167;0,666666666666667;1,12607613908873;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"168";168;0,676767676767677;0,379883788423805;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"169";169;0,686868686868687;0,00126108658527739;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"170";170;0,696969696969697;0,567266418683232;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"171";171;0,707070707070707;1,25129461885037;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"172";172;0,717171717171717;1,18601484267132;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"173";173;0,727272727272727;0,290420822432958;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"174";174;0,737373737373737;0,0462892958360574;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"175";175;0,747474747474748;0,841293115507595;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"176";176;0,757575757575758;1,51107845541749;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"177";177;0,767676767676768;1,24906917193518;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"178";178;0,777777777777778;0,285599020783372;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"179";179;0,787878787878788;0,228998487573579;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"180";180;0,797979797979798;1,19298790967226;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"181";181;0,808080808080808;1,82427301794928;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"182";182;0,818181818181818;1,37732909581425;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"183";183;0,828282828282828;0,409482232395902;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"184";184;0,838383838383838;0,540783600392413;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"185";185;0,848484848484849;1,65484232613909;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"186";186;0,858585858585859;2,22863672244023;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"187";187;0,868686868686869;1,54193798597484;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"188";188;0,878787878787879;0,595974683889251;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"189";189;0,888888888888889;0,990620603517181;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"190";190;0,898989898989899;2,24154431454837;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"191";191;0,909090909090909;2,71393251308044;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"192";192;0,919191919191919;1,88213463774435;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"193";193;0,929292929292929;1,07785812259283;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"194";194;0,939393939393939;1,76811757412252;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"195";195;0,94949494949495;3,12742054992369;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"196";196;0,95959595959596;3,64995548561151;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"197";197;0,96969696969697;3,04463392467844;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"198";198;0,97979797979798;2,51527428511736;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"199";199;0,98989898989899;3,3558997665504;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"200";200;1;4,93515107913669;"6->m->6";"kamak";"ɐ";"m";"ɐ";"S1";1;"N04"
"201";201;0;3,23134892086331;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"202";202;0,0101010101010101;3,51153268748637;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"203";203;0,0202020202020202;3,67933138489209;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"204";204;0,0303030303030303;3,33483220241988;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"205";205;0,0404040404040404;3,01837365107914;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"206";206;0,0505050505050505;3,28468546526415;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"207";207;0,0606060606060606;3,7080396500981;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"208";208;0,0707070707070707;3,64431768675968;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"209";209;0,0808080808080808;3,06666584913887;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"210";210;0,0909090909090909;2,9255725147155;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"211";211;0,101010101010101;3,49231966245186;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"212";212;0,111111111111111;3,8441628197442;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"213";213;0,121212121212121;3,35285832243296;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"214";214;0,131313131313131;2,75421310224548;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"215";215;0,141414141414141;3,04003466772037;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"216";216;0,151515151515152;3,72183742097231;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"217";217;0,161616161616162;3,73044248237773;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"218";218;0,171717171717172;2,96896872956181;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"219";219;0,181818181818182;2,64983964192283;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"220";220;0,191919191919192;3,29447743169101;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"221";221;0,202020202020202;3,82621088129496;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"222";222;0,212121212121212;3,39580944789623;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"223";223;0,222222222222222;2,59568710031974;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"224";224;0,232323232323232;2,71207797398445;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"225";225;0,242424242424242;3,49194875463266;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"226";226;0,252525252525253;3,66234380677276;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"227";227;0,262626262626263;2,8829181155076;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"228";228;0,272727272727273;2,30600809352518;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"229";229;0,282828282828283;2,81808342871157;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"230";230;0,292929292929293;3,49469347249473;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"231";231;0,303030303030303;3,24136343198169;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"232";232;0,313131313131313;2,3347163587312;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"233";233;0,323232323232323;2,14785299941865;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"234";234;0,333333333333333;2,88618210431654;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"235";235;0,343434343434343;3,28483382839183;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
"236";236;0,353535353535354;2,66259887090328;"I->n->I";"bininj";"ɪ";"n";"ɪ";"S1";1;"N04"
